img_path,subtype,case,patch_count,region
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle1/img_x19200_y27648.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25344_y30976.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25344_y31232.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x19712_y32000.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x19968_y31744.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle1/img_x19456_y27648.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25600_y31232.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25344_y30720.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x19968_y31488.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25600_y31488.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x19968_y31232.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x20224_y31744.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x20224_y30976.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x19712_y31232.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle1/img_x19200_y27392.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x19712_y31744.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle3/img_x20224_y31488.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25088_y30720.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0045/follicle2/img_x25344_y30464.tif,Reactive,JMR0045,32,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle9/img_x38144_y22272.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49920_y39680.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y21760.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40704_y23040.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle9/img_x38144_y22528.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40192_y23552.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49152_y39424.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26368_y22016.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26368_y21504.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x50432_y39936.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26112_y21760.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle5/img_x19968_y18944.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y23040.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26368_y22784.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49408_y39936.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49152_y39168.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49408_y39680.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle13/img_x40704_y37376.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49664_y39424.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40448_y22784.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle5/img_x20224_y18688.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49920_y40192.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x48896_y39680.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y22784.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49920_y39936.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49408_y39424.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26112_y22528.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40448_y23296.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26112_y22272.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40448_y23040.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26880_y23040.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle9/img_x38400_y22528.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40448_y23808.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26880_y22784.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle6/img_x28928_y19200.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y22016.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y22272.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y21504.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26880_y22528.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49408_y40192.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49664_y39680.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26112_y22016.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26880_y20992.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle6/img_x28672_y18944.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle3/img_x51968_y16128.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49152_y39680.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40192_y23808.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y22528.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x50176_y40192.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26368_y22272.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x48896_y39424.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49152_y39936.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle9/img_x37888_y22272.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26112_y22784.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26368_y22528.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x50176_y39936.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle6/img_x28416_y18944.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40704_y23296.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle10/img_x40448_y23552.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49664_y40192.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle14/img_x49664_y39936.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26624_y21248.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0057/follicle8/img_x26368_y21760.tif,Reactive,JMR0057,63,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x21760_y43776.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x22528_y44544.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle21/img_x49152_y39424.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x22528_y44288.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle59/img_x10240_y58624.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle1/img_x42240_y11520.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58624_y42240.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle33/img_x32256_y43264.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle21/img_x48896_y39936.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle21/img_x49408_y38912.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle54/img_x29184_y50944.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle39/img_x15360_y47360.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle28/img_x34560_y41984.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle39/img_x15360_y47104.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle47/img_x23808_y49152.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle40/img_x32256_y47616.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58624_y42496.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58368_y43264.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle28/img_x34816_y41984.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle56/img_x13056_y53760.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle21/img_x49408_y39936.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x22784_y44288.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x59136_y43520.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle47/img_x24064_y49152.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58368_y42240.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle31/img_x18688_y42752.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle44/img_x36352_y47872.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle11/img_x55552_y17152.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle42/img_x63488_y47872.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle53/img_x15104_y50688.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle33/img_x32768_y42752.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle33/img_x32000_y43520.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle3/img_x46336_y11264.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle42/img_x63744_y47616.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle1/img_x41984_y10240.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x22528_y44032.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle56/img_x12800_y53248.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58880_y43776.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x21760_y45056.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58112_y42496.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle33/img_x32256_y43776.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle51/img_x8192_y50688.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle36/img_x28672_y44544.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle40/img_x32000_y47104.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle40/img_x32512_y47360.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle42/img_x63744_y47360.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle33/img_x32256_y43008.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle10/img_x51200_y16896.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle38/img_x36608_y45056.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x22272_y44288.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle33/img_x32000_y43776.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x59648_y43264.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle40/img_x32512_y47616.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle35/img_x22272_y43776.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle20/img_x56320_y23552.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x59392_y43264.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle51/img_x7936_y51456.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58880_y43264.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle40/img_x32000_y47616.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle1/img_x42496_y10496.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle31/img_x18688_y42496.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle42/img_x63488_y47616.tif,Reactive,JMR0077,321,inside
/Dataset/Kurume_Dataset/tsuchimoto/data/Follicle_Dataset/size512_stride256/Reactive/JMR0077/follicle29/img_x58112_y43520.tif,Reactive,JMR0077,321,inside
